Base.Unit.CU.ID,Base.Unit.Species,Base.Unit.CU.ShortName,Base.Unit.CU.FullName,Base.Unit.CU.Lat,Base.Unit.CU.Long,BaseUnit.FAZ,BaseUnit.MAZ,BaseUnit.JAZ,BaseUnit.Drainage,BaseUnit.WatershedGroup,BaseUnit.Watershed,BaseUnit. ManagementTiming,BaseUnit.AvgAge,BaseUnit.LifeHistory,ShortTerm.Trend,LongTerm.Ratio,LT.25p.Quantile,LT.75p.Quantile,Recent.Quantile,Recent.log.quantile,Recent.EFS,Hist.Geom.EFS,Lower.Bench,Smsy,Upper.Bench,Recent.Total,Recent.Geom.Total,Recent.start,Recent.end,Actual.last.year,Benchmark.type,Lower.Ratio,Upper.Ratio,Recent.ER,DataQualIdx,Comments,
SEL-L-19-26,SK,Keecha,Keecha,53.30918104,-129.8300405,,,,North Coast,North Coast,,,5,Lake,,,2000,7000,,,,,1989.96,4200,3360,2200,,2010,2014,,,1.10554986,0.654761905,,,arith not geom total compared to BMS,
SEL-L-18-08,SK,Kitlope,Kitlope,53.21087108,-127.8439671,,,,North Coast,North Coast,,,5,Lake,,,16600,40000,,,,,23256.75,46542,37233.6,25540,,2010,2014,,,1.098175798,0.685939581,,,arith not geom total compared to BMS,
SEL-L-20-06,SK,Kitsumkalum,Kitsumkalum,54.77744466,-128.7858281,,,,North Coast,Skeena,,,5,Lake,1.21,3.650779479,2308,17113,0.9433962,,,,4386,10913,8730.4,38288,,2010,2014,,,8.729594163,4.385595162,,,arith not geom total compared to BMS,
SEL-L-21-05,SK,Kitwancool,Kitwancool,55.20452571,-128.0899057,,,,North Coast,Skeena,,,4.144043664,Lake,5.58,,400,2707,0.9259259,,,,7414,18610,14888,8635,,2010,2014,,,1.164688427,0.579997313,,,arith not geom total compared to BMS,
SEL-L-19-33,SK,Koeye,Koeye,51.78038626,-127.8624678,,,,North Coast,North Coast,,,5,Lake,,,1625,5000,,,,,2548.92,6924.5,5539.6,9600,,2010,2014,,,3.766301022,1.73297711,,,arith not geom total compared to BMS,
SEL-L-19-34,SK,Kooryet,Kooryet,53.34198737,-129.8836628,,,,North Coast,Skeena,,,5,Lake,,,1420,7000,,,,,2022.17,4238,3390.4,3510,,2010,2014,,,1.73575911,1.035276074,,,arith not geom total compared to BMS,
SEL-L-19-36,SK,Kwakwa Creek,Kwakwa Creek,52.55745612,-128.7078729,,,,North Coast,North Coast,,,5,Lake,,,1500,3700,,,,,1360.18,3511,2808.8,4200,,2010,2014,,,3.087826611,1.495300484,,,arith not geom total compared to BMS,
SEL-L-20-07,SK,Lakelse,Lakelse,54.38204489,-128.5524899,,,,North Coast,Skeena,,,4.443298969,Lake,4.37,0.820027911,6024,24188,0.7647059,,,,5362,11657,9325.6,26601,,2010,2014,,,4.961022007,2.852470619,,,arith not geom total compared to BMS,
SEL-L-15-01,SK,Long,Long,51.26039672,-127.1340642,,,,North Coast,Central Coast,,,5,Lake,,,29430,158059,,,,,41413,82826,66260.8,75471,,2010,2014,,,1.822398764,1.138999227,,,arith not geom total compared to BMS,
SEL-L-19-39,SK,Lowe/Simpson/Weare,Lowe/Simpson/Weare,53.55992805,-129.5624716,,,,North Coast,North Coast,,,5,Lake,,,4850,14250,,,,,3674.38,7221,5776.8,24250,,2010,2014,,,6.599752883,4.197825786,,,arith not geom total compared to BMS,
SEL-L-19-40,SK,Mary Cove Creek,Mary Cove Creek,52.61785937,-128.4344276,,,,North Coast,North Coast,,,5,Lake,,,300,1600,,,,,3793.61,9023.5,7218.8,493,,2010,2014,,,0.129955372,0.068293899,,,arith not geom total compared to BMS,
SEL-L-20-08,SK,Mcdonell,Mcdonell,54.68260932,-127.7104804,,,,North Coast,Skeena,,,5,Lake,-0.72,1.539884694,1500,6000,0.5777778,,,,508,2014,1611.2,3657,,2010,2014,,,7.198818898,2.269736842,,,arith not geom total compared to BMS,
SEL-L-24-05,SK,Meziadin,Meziadin,56.05195997,-129.2377463,,,,North Coast,Nass,,,5,Lake,,,116588,186757,,,,,89605,179210,143368,157473,,2010,2014,,,1.757413091,1.098383182,,,arith not geom total compared to BMS,
SEL-L-21-07,SK,Morice,Morice,54.15671012,-127.3475333,,,,North Coast,Skeena,,,5.387755102,Lake,-0.59,1.700754438,3632,11563,0.6538462,,,,49997,99995,79996,9549,,2009,2014,,,0.190991459,0.119368468,,,arith not geom total compared to BMS,
SEL-L-22-08,SK,Motase,Motase,56.04902927,-127.0380756,,,,North Coast,Skeena,,,5,Lake,,,160,500,0.8695652,,,,245,547,437.6,736,,2010,2014,,,3.004081633,1.68190128,,,arith not geom total compared to BMS,
SEL-L-19-45,SK,Namu,Namu,51.85649427,-127.8649717,,,,North Coast,North Coast,,,5,Lake,,,1400,3500,,,,,1479.96,3799,3039.2,5550,,2010,2014,,,3.750101354,1.826138457,,,arith not geom total compared to BMS,
SEL-L-15-02,SK,Owikeno,Owikeno,51.73456475,-126.7934667,,,,North Coast,Central Coast,,,5,Lake,,,181800,688265,,,,,275614.25,589008.5,471206.8,337628,,2010,2014,,,1.225001973,0.716517673,,,arith not geom total compared to BMS,
SEL-L-19-46,SK,Port John,Port John,52.12451055,-127.8380071,,,,North Coast,North Coast,,,5,Lake,,,200,950,,,,,413.24,992.5,794,1075,,2010,2014,,,2.601393863,1.353904282,,,arith not geom total compared to BMS,
SEL-L-19-49,SK,Prudhomme,Prudhomme,54.24331831,-130.1545672,,,,North Coast,North Coast,,,5,Lake,,,2323,9312,,,,,2153,4071,3256.8,3426,,2010,2014,,,1.591267998,1.051952837,,,arith not geom total compared to BMS,
SEL-L-19-50,SK,Roderick,Roderick<<VREQ[Bin]>>,52.60209194,-128.4400074,,,,North Coast,North Coast,,,5,Lake,,,400,800,,,,,604.97,1094,875.2,1169,,2010,2014,,,1.932327223,1.335694698,,,arith not geom total compared to BMS,
SEL-L-19-54,SK,Shawatlan,Shawatlan,54.32433298,-130.2541525,,,,North Coast,North Coast,,,5,Lake,,,2000,6700,,,,,868.56,2344,1875.2,1020,,2010,2014,,,1.174357557,0.54394198,,,arith not geom total compared to BMS,
SEL-L-16-01,SK,South Atnarko Lakes,South Atnarko Lakes,52.19405331,-125.7277976,,,,North Coast,Central Coast,,,5,Lake,,,6000,30000,,,,,3798,14572,11657.6,2160,,2010,2014,,,0.568720379,0.185286851,,,arith not geom total compared to BMS,
SEL-L-21-09,SK,Stephens,Stephens,55.7942696,-128.622562,,,,North Coast,Skeena,,,5,Lake,-0.23,1.46851359,4809,8947,0.2745098,,,,814,4578,3662.4,5238,,2010,2014,,,6.434889435,1.430209699,,,arith not geom total compared to BMS,
SEL-L-21-11,SK,Tahlo/Morrison,Tahlo/Morrison,55.31577136,-126.4478068,,,,North Coast,Skeena,,,4.368386039,Lake,-0.46,1.457231482,8223,30029,0.7454545,,,,12791,28055,22444,30837,,2010,2014,,,2.410835744,1.37395295,,,arith not geom total compared to BMS,
SEL-L-19-60,SK,Tankeeah River,Tankeeah River,52.29818492,-128.2615901,,,,North Coast,North Coast,,,5,Lake,,,2000,6000,,,,,1456.8,4845,3876,7933,,2010,2014,,,5.44549698,2.046697626,,,arith not geom total compared to BMS,
SEL-L-19-62,SK,Tsimtack/ Lakes,Tsimtack Lakes,53.38128565,-129.4663289,,,,North Coast,North Coast,,,5,Lake,,,1500,7000,,,,,976.88,2165,1732,6016,,2010,2014,,,6.158381787,3.473441109,,,arith not geom total compared to BMS,
SEL-L-19-70,SK,Yeo,Yeo,52.30378075,-128.1181732,,,,North Coast,North Coast,,,5,Lake,,,268,1600,,,,,314.69,1026,820.8,1442,,2010,2014,,,4.58228733,1.756822612,,,arith not geom total compared to BMS,
SER-R20,SK,LNR-P,Lower Nass-Portland,55.02223148,-129.5904101,,,,North Coast,Nass,,,4,River,,,2890,11350,,,,,,,,26949,,2011,2014,,,,,,,,
SER-R19,SK,SKNA-HI,Skeena River-high interior,55.8151921,-128.6968859,,,,North Coast,Skeena,,,5,River,,,31,135,0.4545,,,,,,,85,,2010,2014,,,,,,,,
